facility_id,facility_name,region_name,slug,weekday,hour_local,n_readings,median_occupancy_pct,median_waiting
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,4,2,25,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,5,2,25,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,6,2,25,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,7,2,0,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,8,2,0,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,9,2,0,1
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,10,2,0,3
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,11,2,50,2
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,12,2,75,3
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,13,2,75,3.5
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,14,2,50,1.5
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,15,2,50,1
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,16,1,50,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,17,1,50,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,18,1,50,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,19,1,50,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,20,1,50,1
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,21,1,50,1
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,22,1,50,0
51247732,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GRANDE-VALLÉE","Gaspésie-Îles-de-la-Madeleine",centre-multiservices-de-sante-et-de-services-sociaux-de-grande-vallee,Sat,23,1,50,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,0,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,1,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,2,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,3,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,4,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,5,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,6,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,7,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,8,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,9,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,10,1,0,1
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,11,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,12,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,13,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,14,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,15,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,16,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,17,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,18,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,19,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,20,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,21,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,22,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Sun,23,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,0,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,1,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,2,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,3,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,4,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,5,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,6,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,7,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,8,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,9,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,10,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,11,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,12,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,13,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,14,1,25,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,15,1,25,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,16,1,25,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,17,1,25,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,18,1,25,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,19,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,20,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,21,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,22,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Mon,23,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,0,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,1,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,2,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,3,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,4,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,5,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,6,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,7,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,8,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,9,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,10,1,0,0
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,11,1,25,2
51245140,"CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE LA BASSE-CÔTE-NORD","Côte-Nord",centre-multiservices-de-sante-et-de-services-sociaux-de-la-basse-cote-nord,Tue,12,1,25,1
